Bloomberg Symbol,Primary Exchange,0.00me,Industry 0.00me,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio,Geometric Growth-EPS Before XO,Volatility 90 Day Calc,Raw Beta,Current Market Cap,Operating Income (Losses),Effective Tax Rate,Capital Expenditures,Depreciation & Amortization,Cash Flow Net Income,Total Debt (ST & LT Debt),Interest Expense,Sales/Revenue/Turnover,Changes in Non-Cash Work Cap,Industry Subgroup,IBES Est Growth,Dividends Paid,Total Common Equity,Cash&Near Cash Items,Adj Beta
UUU GR Equity     ,Xetra,3U TELECOM AG,Telephone-Integrated,11.651203999999998,11.618445850006454,61.36333,66.36332999999999,30.533329999999992,35.83,41.64,5,72.47,64.68,7.250000000000001,1.46,5.67,1.091204,-17.81,-10.559999999999999,0.2526,1.74,0.6847799999999999,1.1059506531204646,0.00,0.5399066020345875,0,-9.67738388055762,0.026901669758812613,0.016870810142238714,35.2662816091954,0.8467411342624535,0.9487218614718613,5.385067019400352,20.913239726027392,0.8566326319865754,0.4720675633889918,0.02400993514557748,0.02620566762728146,0.07534281356887909,0.08148188828735338,0.06899406651028012,0.00,,68.478,0.762,61363330,1.46,25.26,-11.46,4.21,1.74,5,,64.68,17.81,Telephone-Integrated,,,72.47,35.83,1.1059506531204646
ASE GR Equity     ,Dusseldorf,AACHENER STRASSEN UND ENERGI,Electric-Integrated,-17.62,-21.220000000000002,16.3464,21.1764,16.9964,4.18,7.23,4.83,6.58,48.01,0,-17.62,-17.62,-17.62,0,0,0,-21.220000000000002,1.03578,0.11901306240928884,0.00,0.19738954685404506,0.00,0.00,0,-0.3670068735680067,0,2.484255319148936,0.3404790668610706,0,0,1.8559509202453988,0.3540179129348053,-1,-1,0.22808409361364537,0.2954779033915725,0.7340425531914894,0.00,,103.578,0.082,16346400,-17.62,0,,,,4.83,3.6,48.01,,Electric-Integrated,,,6.58,4.18,0.11901306240928884
AAQ GR Equity     ,Frankfurt,AAP IMPLANTATE,Medical Products,0.2400000000000002,-3.2246330672800454,25.27286,36.11286,36.022859999999994,0.09,17.3,10.84,6.55,11.53,-2.4400000000000004,-4.51,-0.14999999999999947,-3.980977,-2.31,-4.75,0.1173,-5.013736,0.59931,0.45718432510885343,0.00,0.002492186993774517,0.00,0.00,-1,-0.34527120555073726,0,3.858451908396947,2.191921942758023,0,0,2.076645198389879,3.124272333044232,-0.7654558778625954,-0.2301142774566474,0.3001700779168418,0.42891861071520987,1.6549618320610686,0.00,,59.931,0.315,25272860,-4.51,11.73,-1.92,4.36,-15.41,10.84,1.17,11.53,2.31,Medical Products,,,6.55,0.09,0.45718432510885343
AT9 GR Equity     ,Xetra,ABIT AG,Applications Software,3.84,3.284367112810707,41.26937,45.189370000000004,36.34937000000001,8.84,17.31,3.92,22.23,20.63,-1.8,0,1.97,0,-2.04,-3.84,1,0.02,0.29264,0.7547169811320755,0.00,0.1956212268504739,0,0.00,0.0009694619486185168,0,200,1.856471884840306,2.000454192922928,18.451456852791882,0,1.7280829827915873,1.761966553562773,0.000899685110211426,0,0.08674606439523276,0.09498570004824401,0.1763382816014395,0.00,,29.264,0.52,41269370,0,127.91,-0.17,1.97,0.02,3.92,,20.63,2.04,Applications Software,,,22.23,8.84,0.7547169811320755
ACV GR Equity     ,Xetra,AC SERVICE AG,Computer Software,5.974995000000001,5.096984126984128,32.18399,35.98399,24.933989999999998,11.05,19.19,3.8,26.44,44.5,-2.21,1.55,7.97,1.414995,-2.35,-4.5600000000000005,0.08710000000000001,1.11,0.32652000000000003,0.2902757619738752,0.00,0.30708101019370004,0,-3.2226262283612312,0.024943820224719103,0.031797640449438204,28.994585585585586,1.2172462178517398,0.7232357303370787,3.1284805520702634,16.08644516129032,1.1899467592592592,0.5603143820224719,0.041981845688350984,0.07373606044815008,0.10560251934262987,0.11807112791173499,0.1437216338880484,8.157894736842106,,32.652,0.2,32183990,1.55,8.71,-4.21,6.42,1.11,3.8,0.19,44.5,2.35,Computer Software,,0,26.44,11.05,0.2902757619738752
NXI GR Equity     ,Frankfurt,ACTIVA RESOURCES AG,Oil&Gas Drilling,-0.01,-0.01,15.66602,15.66602,15.58602,0.08,0.61,0,0.69,0.03,-0.01,-0.02,-0.01,-0.02,0,-0.01,0,-0.02,1.95097,0.00,0.00,0.005106593761529731,0.00,0.00,-0.6666666666666667,-0.6666666666666667,0,20,20,0,0,20,20,-0.028985507246376815,-0.03278688524590164,0,0,0,0.00,,195.097,,15666020,-0.02,0,,0.01,-0.02,0,,0.03,0,Oil&Gas Drilling,,,0.69,0.08,0.00
HNG GR Equity     ,Frankfurt,ACTRIS AG,Brewery,3.7566590000000004,2.059009397024276,118.4518,124.3818,116.1118,8.27,17.27,5.93,19.61,149.25,-3.3900000000000006,1.57,16.28,1.426659,1.06,-2.3300000000000005,0.0913,0.27,0.27103,0.632801161103048,0.00,0.066488827143521,0.037037037037037035,-1.6331863465621432,0.0018090452261306535,0.009558854271356783,200,6.0403773584905665,0.7936469011725293,7.132174447174447,73.95656050955414,4.87007830853563,0.7779685092127303,0.013768485466598675,0.08260909090909091,0.047675785364096675,0.05006255709073226,0.3023967363590005,0.9573170731707318,,27.103,0.436,118451800,1.57,9.13,-11.32,14.71,0.27,5.93,1.64,149.25,-1.06,Brewery,,-0.01,19.61,8.27,0.632801161103048
ADC GR Equity     ,Frankfurt,ADCAPITAL AG,Electric Products-Misc,0.9072850000000003,12.395435891490843,126,153.98,109.95999999999998,44.02,128.49999999999997,27.98,144.54,181.69,-3.7800000000000002,2.65,8.93,2.297285,5.17,1.3899999999999997,0.1331,13.56,0.18236999999999998,0.8809869375907112,0.00,0.28588128328354334,0,0.6050620623910398,0.07463261599427597,0.012643981506962408,9.292035398230087,0.8717310087173101,0.6934889096813254,12.313549832026874,41.494339622641505,0.892534198933457,0.6052066707028454,0.09381486093814861,0.017877704280155646,0.18171191063774517,0.22206349206349207,0.19357963193579633,0.6206088992974239,,18.237,0.607,126000000,2.65,13.31,-2.5,6.28,13.56,27.98,4.27,181.69,-5.17,Electric Products-Misc,,0,144.54,44.02,0.8809869375907112
ADS GR Equity     ,Xetra,ADIDAS-SALOMON AG,Athletic Footwear,460.97008099999994,376.37992383634713,6017.688,7066.368,6870.368,196,2481.13,1048.68,1628.45,6478.07,-45.64,576.99,739.39,358.83008099999995,-56.5,-102.14,0.37810000000000005,314.25,0.20857,0.7997097242380262,0.065,0.027737021338260334,0.14463007159904537,-0.2846472617773648,0.04850981851076015,0.05539151028006798,19.149365155131264,3.6953471092142833,0.9289322282716921,9.291940653782172,11.90725662489818,2.639531139690639,1.0605578513353515,0.19297491479627865,0.14462365172320674,0.14840438539289208,0.1742662630565094,0.6439743314194479,8.086755430974073,6.5,20.857,0.551,6017688000,576.99,37.81,-116.76,162.4,314.25,1048.68,71.35,6478.07,56.5,Athletic Footwear,10.333,-45.45,1628.45,196,0.7997097242380262
LKI GR Equity     ,Frankfurt,ADLINK INTERNET MEDIA AG,Advertising Services,-3.54,-3.5373541963015644,79.5675,79.80749999999999,74.27749999999999,5.53,22.589999999999996,0.24,27.88,44.87,-0.86,-3.23,-2.2,-3.23,1.17,0.30999999999999994,0,-3.23,0.65827,1.1132075471698115,0.00,0.06929173323309214,0.00,0.00,-0.08870069088477825,-0.07198573657232003,0,2.8539275466284075,1.7732895030086917,0,0,2.8381045519203414,1.6553933585914864,-0.11585365853658537,-0.1429836210712705,0.0030072361620148485,0.003016306909228014,0.00860832137733142,0.00,,65.827,0.767,79567500,-3.23,-0.12,-0.17,1.03,-3.98,0.24,,44.87,-1.17,Advertising Services,,,27.88,5.53,1.1132075471698115
AP8 GR Equity     ,Frankfurt,ADPHOS ADVANCED PHOTONICS,Machinery-Therml Process,2.38,2.21,11.544,11.544,8.824,2.72,10.51,0,13.23,31.84,-0.9300000000000002,-0.43,0.9100000000000001,-0.43,-1.88,-2.81,0,-0.6,0.6276700000000001,0.9245283018867926,0.00,0.23562023562023562,0.00,0.00,-0.062185929648241205,-0.01350502512562814,0,0.872562358276644,0.3625628140703518,9.696703296703294,0,0.872562358276644,0.2771356783919598,-0.045351473922902494,-0.04091341579448145,0,0,0,0.00,,62.767,0.637,11544000,-0.43,-1.17,-0.41,1.34,-1.98,0,0.17,31.84,1.88,Machinery-Therml Process,,,13.23,2.72,0.9245283018867926
ADV GR Equity     ,Xetra,ADVA AG OPTICAL NETWORKING,Telecommunication Equip,6.212784,5.614586555621654,148.5473,153.84730000000002,130.50730000000001,23.34,43.89999999999999,5.3,61.94,102.14,-3.13,7.78,13.92,7.412784,4.33,1.2000000000000002,0.0472,6.72,0.435,1.416545718432511,0.00,0.1517088697689202,0,0.16188249920677578,0.06579205012727629,0.07257474055218328,22.105252976190478,2.398245075879884,1.454349911885647,9.375524425287358,16.774717223650388,2.2880324211778706,1.27772958684159,0.10849208911850178,0.1688561275626424,0.03444974334941204,0.03567887130900393,0.08556667742977074,0.00,,43.5,0.976,148547300,7.78,4.72,-3.01,6.14,6.72,5.3,,102.14,-4.33,Telecommunication Equip,8.41,0,61.94,23.34,1.416545718432511
DVN1 GR Equity     ,Frankfurt,ADVANCED MEDIEN AG,Broadcast Serv/Program,2.120000000000001,0.00,15.83631,24.38631,24.256310000000003,0.13,4.820000000000001,8.55,-3.6,0.96,-10.13,-8.06,2.0700000000000003,-8.058388,-0.05,-10.180000000000001,0.0002,-8.34833,0.59168,0.8447024673439768,0.00,0.005330859814379461,0.00,0.00,-1,-1,0,0,16.49615625,11.718024154589372,0,0,20,0.00,-1,0.3506065493303415,0.5398984990821726,0.00,0.00,,59.168,0.582,15836310,-8.06,0.02,,10.13,-10.41,8.55,0.29,0.96,0.05,Broadcast Serv/Program,,,-3.6,0.13,0.8447024673439768
DOO GR Equity     ,Frankfurt,AGOR AG,Non-hazardous Waste Disp,-36.1976,0.00,46.95729,245.88729,233.39729,12.49,179.41,198.93,-7.03,387,13.82,3.2,27.88,3.2,26.16,39.980000000000004,0,-19.02,0.47417000000000004,0.37880986937590716,0.00,0.05079563079490607,0.00,12.49375,-0.04152454780361757,0.0082687338501292,0,0,0.12133666666666666,8.371495337159255,72.93665312499999,0,0.6030937726098191,0.00,0.01783624101220668,0.8090292100905256,4.236402909963501,0.00,0.14401440144014402,,47.417,0.261,46957290,3.2,-18.2,-38.5,24.68,-16.07,198.93,22.22,387,-26.16,Non-hazardous Waste Disp,,,-7.03,12.49,0.37880986937590716
AAH GR Equity     ,Frankfurt,AHLERS AG,Apparel Manufacturers,22.738235000000003,16.705504587155964,214.608,296.25800000000004,274.35800000000006,21.9,126.34,81.65,66.59,319.9,-0.9600000000000009,26.53,34.84,14.578235000000003,-7.2,-8.16,0.45049999999999996,13.04,0.1844,0.714078374455733,0.006999999999999999,0.07392205442553448,0.9125766871165645,-0.5597385417370483,0.04076273835573617,0.04557122538293218,16.457668711656442,3.222826250187716,0.6708596436386371,7.8747990815155005,10.34142480211082,1.9985024284943336,0.8576367614879652,0.19582519897882564,0.11538891087541557,0.27560437186506354,0.3804611198091404,1.2261600840967113,7.055851063829788,0.7,18.44,0.492,214608000,26.53,45.05,-7.35,8.31,13.04,81.65,3.76,319.9,7.2,Apparel Manufacturers,,-11.9,66.59,21.9,0.714078374455733
AIX GR Equity     ,Xetra,AIXTRON AG,Electronic Compo-Semicon,-0.9862399999999996,2.0100000000000007,233.4784,233.4784,187.9784,45.5,89.9,0,135.4,140,-2.2300000000000004,5.2,11.190000000000001,4.15376,7.37,5.14,0.20120000000000002,7.15,0.45026000000000005,2.0377358490566038,-0.0861,0.19487884104054165,0,1.237433072685952,0.05107142857142857,0.029669714285714285,32.65432167832168,1.7243604135893646,1.6677028571428572,16.798784629133152,36.149692307692305,1.7243604135893646,1.3427028571428572,0.052806499261447565,0.04620422691879866,0,0,0,0.00,-8.61,45.026,1.404,233478400,5.2,20.12,-3.76,5.99,7.15,0,0,140,-7.37,Electronic Compo-Semicon,10,0,135.4,45.5,2.0377358490566038
ABK GR Equity     ,Munich,AKTIENBRAUEREI KAUFBEUREN AG,Brewery,-0.01,-0.017514000000000002,13.3,13.46,11.690000000000001,1.77,1.37,0.16,2.98,17.91,0,-0.01,-0.01,-0.005838000000000001,0,0,0.41619999999999996,-0.017514000000000002,0.33576,0.5936139332365747,-0.0524,0.13150074294205052,0.00,0.00,0,-0.00032596314907872703,0,4.4630872483221475,0.7426018983807929,0,0,4.286624203821656,0.6527079843662759,-0.005877181208053692,-0.004261313868613139,0.01188707280832095,0.012030075187969924,0.053691275167785234,0.00,-5.24,33.576,0.409,13300000,-0.01,41.62,,,,0.16,0.02,17.91,,Brewery,,,2.98,1.77,0.5936139332365747
ABX GR Equity     ,Xetra,ALLBECON AG,Human Resources,4.21,-2.030556875164951,15.7295,46.5795,43.23950000000001,3.34,34.55,30.85,7.04,130.29,-5.13,-0.9,5.989999999999999,-0.9,0.02,-5.11,0,-2.98,0.48707999999999996,0.44992743105950656,0.00,0.07170536394765938,0.00,0.00,-0.03791541944892164,-0.006907667510937141,0,2.2343039772727273,0.12072684012587306,7.218614357262106,0,1.2293349168646082,0.3318712103768517,-0.42329545454545453,-0.026049204052098412,0.6623085262830215,1.9612829396992912,4.3821022727272725,0.00,,48.708,0.31,15729500,-0.9,-36.74,-1.76,6.89,-4.94,30.85,2.08,130.29,-0.02,Human Resources,,0,7.04,3.34,0.44992743105950656
ALB GR Equity     ,Munich,ALLGAEUER BRAUHAUS AG,Brewery,-4.37792,-3.753464203233256,32.625,33.205,33.074999999999996,0.13,4.2,0.58,3.75,19.67,3.79,0.8,2.71,0.8,1.41,5.2,0,0.75,0.06741,0.6444121915820029,0.2731,0.003915073031170005,0,6.5,0.03812913065582105,0.04067107269954245,43.5,8.7,1.6586171835282155,12.204797047970478,41.34374999999999,7.668591224018475,1.6814946619217077,0.2,0.19047619047619047,0.017467248908296942,0.017777777777777778,0.15466666666666665,10,27.31,6.741,0.444,32625000,0.8,-2.76,-5.7,1.91,0.75,0.58,0.08,19.67,-1.41,Brewery,,0,3.75,0.13,0.6444121915820029
AGS GR Equity     ,Frankfurt,ALLGEMEINE GOLD UND SILBERSC,Precious Metals,5.339468,5.268069335376364,140.7492,142.0592,136.5892,5.47,46.74,1.31,50.9,365.75,-0.5899999999999999,13.22,16.47,8.849468,4.1,3.51,0.3306,8.69,0.39979,0.7648766328011612,0.32630000000000003,0.03850507394100487,0.6064441887226697,0.3966340123496689,0.0237593984962406,0.0241954012303486,16.19668584579977,2.76521021611002,0.3848235133287765,8.293211900425016,10.332012102874433,2.7209193641064933,0.37344962406015036,0.17072691552062869,0.18933393239195548,0.00922150765314742,0.009307335317003578,0.025736738703339885,10.091603053435115,32.63,39.979,0.527,140749200,13.22,33.06,-2.66,3.25,8.69,1.31,1.31,365.75,-4.1,Precious Metals,,-5.27,50.9,5.47,0.7648766328011612
AEI GR Equity     ,Xetra,ALLGEIER HOLDING AG,Enterprise Software/Serv,-4.02,-1.958097975096607,13.89,16.080000000000002,14.910000000000002,1.17,22.120000000000005,2.19,21.1,39.05,-0.8700000000000001,-6.6,-4.35,-3.9817799999999997,-1.71,-2.58,0.3967,-4.295495999999999,0.54603,0.8882438316400582,0.00,0.07276119402985073,0.00,0.00,-0.07554417413572344,-0.10196619718309859,0,0.6582938388625592,0.3556978233034572,0,0,0.6904250751395449,0.3818181818181819,-0.20357800947867294,-0.18000813743218802,0.13619402985074625,0.15766738660907126,0.10379146919431279,0.00,,54.603,0.612,13890000,-6.6,39.67,-1.38,2.25,-2.95,2.19,0.52,39.05,1.71,Enterprise Software/Serv,,,21.1,1.17,0.8882438316400582
ANO GR Equity     ,Frankfurt,ALNO AG,Home Furnishings,16.459999999999997,-9.976017715277145,60.06,150.49,146.46,4.03,105.48,90.43,19.08,440,-10.61,-5.66,15.59,-5.66,-11.51,-22.119999999999997,0,-13.83,0.56641,0.07111756168359942,0.00,0.026779187985912684,0.00,0.00,-0.013795454545454547,-0.012863636363636364,0,3.1477987421383653,0.1365,9.394483643361129,0,1.3742124006940006,0.33286363636363636,-0.7248427672955976,-0.05365946150929086,0.6009037145325271,1.5056610056610058,4.739517819706499,0.00,,56.641,0.049,60060000,-5.66,-7.89,-10.64,21.25,-6.07,90.43,8.17,440,11.51,Home Furnishings,,,19.08,4.03,0.07111756168359942
ATF GR Equity     ,Xetra,ALPHAFORM AG,Research&Development,0.19000000000000017,-0.1663203463203462,12.23188,14.49188,5.441879999999999,9.05,16.359999999999996,2.26,23.15,21.8,-1.48,-1.68,0.6399999999999999,-1.68,-0.39,-1.87,0,-1.8699999999999999,0.57642,0.6734397677793905,0.00,0.6244876441151873,0.00,0.00,-0.06834862385321101,-0.07706422018348623,0,0.5283749460043197,0.5610954128440367,8.5029375,0,0.5703219205037388,0.24962752293577978,-0.08077753779697625,-0.10268948655256725,0.15594940062986995,0.18476309447116876,0.09762419006479481,0.00,,57.642,0.464,12231880,-1.68,-18.52,-0.84,2.32,-1.49,2.26,0.19,21.8,0.39,Research&Development,,,23.15,9.05,0.6734397677793905
ALT GR Equity     ,Xetra,ALTA0.00 AG,Medical-Drugs,212.92544000000004,228.86758029978586,6479.46,6537.22,6220.56,316.66,1401.8999999999999,57.76,1660.8,2962.85,104.78,606.45,727.73,380.36544000000004,62.66,167.44,0.3728,390.68,0.20887,0.602322206095791,0.2667,0.048439550757049636,0.28990478140677794,0.44020823763589034,0.13185952714447238,0.12837823042003477,16.585082420395207,3.9014089595375725,2.186901125605414,8.54789551069765,10.257333663121445,3.803893957732055,2.099519044163559,0.23523603082851638,0.2713213781296812,0.008835560069876796,0.00891432310717251,0.034778420038535644,87.63728323699422,26.67,20.887,0.415,6479460000,606.45,37.28,-226.06,121.28,390.68,57.76,6.92,2962.85,-62.66,Medical-Drugs,11.153,-113.26,1660.8,316.66,0.602322206095791
MSU GR Equity     ,Dusseldorf,ALUMINIUMWERK UN0.00 AG,Metal Processors&Fabrica,3.083752,2.809456,14.85225,19.51225,15.602250000000002,3.91,17.09,4.66,16.34,55.2,0,3.71,3.71,3.083752,0,0,0.16879999999999998,2.809456,0.49903,0.4528301886792453,0.00,0.20038693641174132,0.00,0,0,0.055865072463768116,0,0.9089504283965728,0.2690625,4.2054582210242595,4.2054582210242595,0.929154761904762,0.2826494565217391,0.1719373317013464,0.1804418958455237,0.23882432830657663,0.31375717483882914,0.28518971848225216,11.242424242424242,,49.903,0.312,14852250,3.71,16.88,,,,4.66,0.33,55.2,,Metal Processors&Fabrica,,,16.34,3.91,0.4528301886792453
AAD GR Equity     ,Xetra,AMADEUS FIRE AG,Human Resources,1.9255359999999997,1.9166679999999998,32.61759,32.61759,20.43759,12.18,9.52,0,21.7,47.12,-1.9,0.56,3.27,0.165536,0.14,-1.7599999999999998,0.7044,0.156668,0.58204,1.0943396226415096,0.00,0.37341814646636984,0.00,-10.632128358786003,-0.01103565365025467,0.0035130730050933786,0,1.5031147465437789,0.692223896434635,6.25002752293578,36.49569642857143,1.5031147465437789,0.43373493208828523,0.007219723502304148,0.017388235294117645,0,0,0,18.666666666666668,,58.204,0.754,32617590,0.56,70.44,-0.81,2.71,-0.52,0,0.03,47.12,-0.14,Human Resources,,-2.22,21.7,12.18,1.0943396226415096
AJA GR Equity     ,Xetra,A0.00LYTIK JE0.00 AG,Medical-Biomedical/Gene,5.6832840000000004,4.755440393281442,19.25,21.7,11.479999999999999,10.22,14.19,2.45,21.96,89.18,0.6800000000000002,2.52,4.15,1.453284,-4.91,-4.23,0.4233,0.95,0.39165999999999995,1.204644412191582,0.15810000000000002,0.4709677419354839,0,-2.9106492605712306,0.010652612693429018,0.01629607535321821,20.263157894736842,0.8765938069216758,0.2158555729984301,2.766265060240963,4.555555555555555,0.8889799262597295,0.12872841444270014,0.04326047358834244,0.10241606765327696,0.11290322580645162,0.1272727272727273,0.11156648451730419,2.2909090909090906,15.81,39.166,0.83,19250000,2.52,42.33,-2.31,1.63,0.95,2.45,1.1,89.18,4.91,Medical-Biomedical/Gene,,,21.96,10.22,1.204644412191582
ANZ GR Equity     ,Frankfurt,ANDREAE-NORIS ZAHN AG,Medical-Whsle Drug Dist,4.906395,9.319401005835745,344.0452,487.7352,485.7552,1.98,419.56,143.69,277.85,3366.25,18.11,52.85,61.94,25.616395,2.6,20.71,0.5153,22.97,0.20696,0.4281567489114659,0.0004,0.004059579870388686,0.5115367871136265,0.8084666089822553,0.006823616784255477,0.007609772001485333,14.978023508924686,1.2382407773978765,0.1022042926104716,7.842350661930901,9.191205298013244,1.157031835650235,0.1443015818789454,0.08267050566852617,0.061055379445133,0.2946065816041163,0.41764861128712155,0.5171495411193089,9.591651542649728,0.04,20.696,0.295,344045200,52.85,51.53,-27.2,9.09,22.97,143.69,5.51,3366.25,-2.6,Medical-Whsle Drug Dist,11.53,-11.75,277.85,1.98,0.4281567489114659
AJ9 GR Equity     ,Frankfurt,ANTWERPES AG,B2B/E-Commerce,9.979999999999999,10.546870437956203,24.08959,24.099590000000003,13.749590000000003,10.35,22.529999999999994,0.01,32.87,13.22,-0.67,-0.31,0.5700000000000001,-0.175522,-9.62,-10.29,0.4338,0.26,0.83741,0.8853410740203194,0.00,0.42946788721301893,2.269230769230769,0.00,0.019667170953101363,-0.013277004538577912,92.65226923076924,0.7328746577426225,1.8222080181543117,24.12208771929825,0,0.7329559002433091,1.0400597579425115,0.007909948281107394,-0.007790590324012431,0.00041494481856330334,0.0004151170692402818,0.00030422878004259207,0.00,,83.741,0.61,24089590,-0.31,43.38,-0.21,0.88,0.26,0.01,0.32,13.22,9.62,B2B/E-Commerce,,-0.59,32.87,10.35,0.8853410740203194
APP GR Equity     ,Berlin,APCOA PARKING AG,Commercial Services,18.200291,7.501302951521639,310.5346,405.1146,390.3346,14.78,116,94.58,36.2,406.96,-6.1,15.79,34.019999999999996,8.730291,-3.37,-9.469999999999999,0.4471,4.88,0.25498,0.6153846153846154,-0.1082,0.03648350368019321,0,-1.0847290199146855,0.011991350501277767,0.021452454786711223,63.6341393442623,8.578303867403315,0.763059268724199,11.473680188124634,24.7203673210893,3.0976800734057193,0.9591473363475527,0.13480662983425412,0.07526112931034482,0.233464802305323,0.30457153566784506,2.6127071823204417,3.5483146067415725,-10.82,25.498,0.424,310534600,15.79,44.71,-12.13,18.23,4.88,94.58,4.45,406.96,3.37,Commercial Services,,,36.2,14.78,0.6153846153846154
RBX GR Equity     ,Xetra,ARBOMEDIA AG,Advertising Sales,1.9000000000000001,1.5547362755651242,13.7154,14.6454,7.175400000000001,7.47,1.8199999999999994,0.93,8.36,70.5,-0.28,-0.55,0.13,-0.55,-2.17,-2.45,0,-0.65,0.45533999999999997,1.0261248185776488,0.00,0.5100577655782703,0.00,0.00,-0.003120567375886525,-0.007801418439716313,0,1.640598086124402,0.19454468085106383,55.19538461538462,0,1.5764693218514534,0.10177872340425533,-0.07775119617224881,-0.30219780219780235,0.06350116760211398,0.06780699068200709,0.11124401913875599,0.00,,45.534,0.707,13715400,-0.55,-4.63,-0.4,0.68,-0.22,0.93,0.1,70.5,2.17,Advertising Sales,,,8.36,7.47,1.0261248185776488
DLW GR Equity     ,Frankfurt,ARMSTRONG DLW AG,Bldg&Construct Prod-Misc,-4.32,-17.999718112443546,17.625,39.015,29.585,9.43,54.78000000000001,21.39,42.82,382.93,-9.43,-21.73,-5.710000000000001,-21.73,-7.98,-17.41,0,-29.61,0.82109,0.26995645863570394,0.00,0.2417019095219787,0.00,0.00,-0.09338521400778209,-0.0567466638811271,0,0.41160672582905183,0.046026688950983205,0,0,0.6076156361937393,0.07725955135403338,-0.6914992993928071,-0.3966776195691858,0.5482506728181469,1.2136170212765958,0.49953292853806636,0.00,,82.109,0.186,17625000,-21.73,-8.61,-6.59,16.02,-35.76,21.39,7.88,382.93,7.98,Bldg&Construct Prod-Misc,,,42.82,9.43,0.26995645863570394
AAGN GR Equity     ,Xetra,ARTICON-INTEGRALIS AG-REG,Computer Data Security,-12.61,-12.780854503464203,27.1284,28.9784,5.9384000000000015,23.04,-1.389999999999997,1.85,19.8,86.16,-4.52,-12.62,-6.699999999999999,-12.62,4.51,-0.009999999999999787,0,-12.79,0.59288,1.728592162554427,0.00,0.7950749523783232,0.00,0.00,-0.18686165273909008,-0.14647168059424326,0,1.370121212121212,0.3148607242339833,0,0,1.3384942263279445,0.06892293407613743,-0.6459595959595958,0.00,0.06384065372829419,0.06819421713038736,0.09343434343434344,0.00,,59.288,1.191,27128400,-12.62,-0.28,-1.4,5.92,-16.1,1.85,0.17,86.16,-4.51,Computer Data Security,,,19.8,23.04,1.728592162554427
ARX GR Equity     ,Xetra,ARXES NETWORK COMMUNICATION,Computer Services,3.3977759999999995,2.928206751054852,19.7295,24.5195,19.2495,5.27,8.95,4.79,9.43,47.4,-0.15999999999999992,2.71,3.92,2.71,-0.35,-0.5099999999999999,0,2.59,0.47945,0.7111756168359943,0.00,0.21493097330695973,0,-0.18819188191881916,0.05464135021097046,0.05717299578059072,7.617567567567568,2.09220572640509,0.4162341772151899,4.910586734693878,7.1031365313653145,1.7242967651195502,0.4061075949367089,0.27465535524920465,0.3027932960893855,0.19535471767368828,0.24278364885070577,0.5079533404029692,5.765957446808511,,47.945,0.49,19729500,2.71,-6.56,-1.05,1.21,2.59,4.79,0.47,47.4,0.35,Computer Services,,,9.43,5.27,0.7111756168359943
ACW GR Equity     ,Xetra,AS CREATION TAPETEN,Home Decoration Products,1.9416950000000002,2.1953733807467617,78,102.11,97.82,4.29,74.45,24.11,54.63,132.11,1.79,9.63,17.51,5.5516950000000005,1.82,3.6100000000000003,0.4235,4.7,0.21074,0.7764876632801162,0.061500000000000006,0.04201351483694055,0.5340425531914893,0.6502518600175262,0.03557641359473166,0.04202327605783059,16.595744680851062,1.4277869302580999,0.5904170766785254,5.58652198743575,10.157840083073726,1.296799593599187,0.7404435697524788,0.08603331502837269,0.07456944257891203,0.2361179120556263,0.3091025641025641,0.4413326011349075,5.944444444444445,6.15,21.074,0.535,78000000,9.63,42.35,-9.67,7.88,4.7,24.11,1.62,132.11,-1.82,Home Decoration Products,,-2.51,54.63,4.29,0.7764876632801162
AOF GR Equity     ,Frankfurt,ATOSS SOFTWARE AG,Decision Support Softwar,3.5285029999999997,3.9720567592310037,37.96518,38.24518,33.585179999999994,4.66,28.110000000000003,0.28,32.49,21.83,-0.6799999999999999,2.39,3.41,1.428503,-1.42,-2.0999999999999996,0.4023,1.89,0.30874,1.130624092888244,0.00,0.12184541947508158,0,-1.4700704163729439,0.08657810352725608,0.06543760879523593,20.087396825396823,1.1685189289012001,1.7391287219422813,9.849026392961875,14.052376569037653,1.1670790357033871,1.538487402656894,0.05817174515235456,0.05081832088224831,0.007321184002794602,0.007375179045641297,0.008618036318867345,0.00,,30.874,0.779,37965180,2.39,40.23,-0.34,1.02,1.89,0.28,,21.83,1.42,Decision Support Softwar,,,32.49,4.66,1.130624092888244
